entity_id,field-name,field-value
28331470, "ELEV", "304.800000000000011"
28332031, "fid", "6368"
28332031, "ID", "6367"
28332031, "ELEV", "914.400000000000091"
28333411, "fid", "6369"
28333411, "ID", "6368"
28333411, "ELEV", "304.800000000000011"
28334188, "fid", "6370"
28334188, "ID", "6369"
28334188, "ELEV", "1219.200000000000045"
28334778, "fid", "6371"
28334778, "ID", "6370"
28334778, "ELEV", "914.400000000000091"
28336294, "fid", "6372"
28336294, "ID", "6371"
28336294, "ELEV", "1219.200000000000045"
28336601, "fid", "6373"
28336601, "ID", "6372"
28336601, "ELEV", "609.600000000000023"
28337342, "fid", "6374"
28337342, "ID", "6373"
28337342, "ELEV", "609.600000000000023"
28354500, "fid", "6375"
28354500, "ID", "6374"
28354500, "ELEV", "609.600000000000023"
28355168, "fid", "6376"
28355168, "ID", "6375"
28355168, "ELEV", "304.800000000000011"
28355494, "fid", "6377"
28355494, "ID", "6376"
28355494, "ELEV", "609.600000000000023"
28358609, "fid", "6378"
28358609, "ID", "6377"
28358609, "ELEV", "1219.200000000000045"
28360140, "fid", "6379"
28360140, "ID", "6378"
28360140, "ELEV", "1219.200000000000045"
28360426, "fid", "6380"
28360426, "ID", "6379"
28360426, "ELEV", "1828.800000000000182"
28362803, "fid", "6381"
28362803, "ID", "6380"
28362803, "ELEV", "1524.000000000000000"
28373654, "fid", "6382"
28373654, "ID", "6381"
28373654, "ELEV", "304.800000000000011"
28375034, "fid", "6383"
28375034, "ID", "6382"
28375034, "ELEV", "304.800000000000011"
28375598, "fid", "6384"
28375598, "ID", "6383"
28375598, "ELEV", "304.800000000000011"
28376196, "fid", "6385"
28376196, "ID", "6384"
28376196, "ELEV", "609.600000000000023"
28376829, "fid", "6386"
28376829, "ID", "6385"
28376829, "ELEV", "1524.000000000000000"
28378864, "fid", "6387"
28378864, "ID", "6386"
28378864, "ELEV", "609.600000000000023"
28379353, "fid", "6388"
28379353, "ID", "6387"
28379353, "ELEV", "914.400000000000091"
28380767, "fid", "6389"
28380767, "ID", "6388"
28380767, "ELEV", "304.800000000000011"
28381976, "fid", "6390"
28381976, "ID", "6389"
28381976, "ELEV", "609.600000000000023"
28383118, "fid", "6391"
28383118, "ID", "6390"
28383118, "ELEV", "914.400000000000091"
28383376, "fid", "6392"
28383376, "ID", "6391"
28383376, "ELEV", "1219.200000000000045"
28384042, "fid", "6393"
28384042, "ID", "6392"
28384042, "ELEV", "1524.000000000000000"
28391093, "fid", "6394"
28391093, "ID", "6393"
28391093, "ELEV", "914.400000000000091"
28391221, "fid", "6395"
28391221, "ID", "6394"
28391221, "ELEV", "1219.200000000000045"
28393797, "fid", "6396"
28393797, "ID", "6395"
28393797, "ELEV", "1219.200000000000045"
28397453, "fid", "6397"
28397453, "ID", "6396"
28397453, "ELEV", "1524.000000000000000"
28398228, "fid", "6398"
28398228, "ID", "6397"
28398228, "ELEV", "609.600000000000023"
28398860, "fid", "6399"
28398860, "ID", "6398"
28398860, "ELEV", "1524.000000000000000"
28402300, "fid", "6400"
28402300, "ID", "6399"
28402300, "ELEV", "304.800000000000011"
28403185, "fid", "6401"
28403185, "ID", "6400"
28403185, "ELEV", "609.600000000000023"
28404214, "fid", "6402"
28404214, "ID", "6401"
28404214, "ELEV", "914.400000000000091"
28404812, "fid", "6403"
28404812, "ID", "6402"
28404812, "ELEV", "914.400000000000091"
28405886, "fid", "6404"
28405886, "ID", "6403"
28405886, "ELEV", "1524.000000000000000"
28429354, "fid", "6405"
28429354, "ID", "6404"
28429354, "ELEV", "1524.000000000000000"
28430666, "fid", "6406"
28430666, "ID", "6405"
28430666, "ELEV", "1524.000000000000000"
28431729, "fid", "6407"
28431729, "ID", "6406"
28431729, "ELEV", "1524.000000000000000"
28436196, "fid", "6408"
28436196, "ID", "6407"
28436196, "ELEV", "1524.000000000000000"
28436976, "fid", "6409"
28436976, "ID", "6408"
28436976, "ELEV", "304.800000000000011"
28437200, "fid", "6410"
28437200, "ID", "6409"
28437200, "ELEV", "914.400000000000091"
28454221, "fid", "6411"
28454221, "ID", "6410"
28454221, "ELEV", "1828.800000000000182"
28454659, "fid", "6412"
28454659, "ID", "6411"
28454659, "ELEV", "914.400000000000091"
28454951, "fid", "6413"
28454951, "ID", "6412"
28454951, "ELEV", "609.600000000000023"
28455476, "fid", "6414"
28455476, "ID", "6413"
28455476, "ELEV", "609.600000000000023"
28456312, "fid", "6415"
28456312, "ID", "6414"
28456312, "ELEV", "1524.000000000000000"
28470659, "fid", "6416"
28470659, "ID", "6415"
28470659, "ELEV", "304.800000000000011"
28471148, "fid", "6417"
28471148, "ID", "6416"
28471148, "ELEV", "609.600000000000023"
28473402, "fid", "6418"
28473402, "ID", "6417"
28473402, "ELEV", "914.400000000000091"
28474714, "fid", "6419"
28474714, "ID", "6418"
28474714, "ELEV", "1524.000000000000000"
28480055, "fid", "6420"
28480055, "ID", "6419"
28480055, "ELEV", "609.600000000000023"
28484073, "fid", "6421"
28484073, "ID", "6420"
28484073, "ELEV", "914.400000000000091"
28484909, "fid", "6422"
28484909, "ID", "6421"
28484909, "ELEV", "1219.200000000000045"
28516927, "fid", "6423"
28516927, "ID", "6422"
28516927, "ELEV", "1219.200000000000045"
28517327, "fid", "6424"
28517327, "ID", "6423"
28517327, "ELEV", "304.800000000000011"
28520625, "fid", "6425"
28520625, "ID", "6424"
28520625, "ELEV", "1219.200000000000045"
28522622, "fid", "6426"
28522622, "ID", "6425"
28522622, "ELEV", "304.800000000000011"
28533323, "fid", "6427"
28533323, "ID", "6426"
28533323, "ELEV", "304.800000000000011"
28533920, "fid", "6428"
28533920, "ID", "6427"
28533920, "ELEV", "609.600000000000023"
28536282, "fid", "6429"
28536282, "ID", "6428"
28536282, "ELEV", "1524.000000000000000"
28536834, "fid", "6430"
28536834, "ID", "6429"
28536834, "ELEV", "304.800000000000011"
28537467, "fid", "6431"
28537467, "ID", "6430"
28537467, "ELEV", "609.600000000000023"
28541398, "fid", "6432"
28541398, "ID", "6431"
28541398, "ELEV", "609.600000000000023"
28542484, "fid", "6433"
28542484, "ID", "6432"
28542484, "ELEV", "1219.200000000000045"
28546140, "fid", "6434"
28546140, "ID", "6433"
28546140, "ELEV", "304.800000000000011"
28546304, "fid", "6435"
28546304, "ID", "6434"
28546304, "ELEV", "609.600000000000023"
28547378, "fid", "6436"
28547378, "ID", "6435"
28547378, "ELEV", "304.800000000000011"
28548587, "fid", "6437"
28548587, "ID", "6436"
28548587, "ELEV", "609.600000000000023"
28549729, "fid", "6438"
28549729, "ID", "6437"
28549729, "ELEV", "609.600000000000023"
28551381, "fid", "6439"
28551381, "ID", "6438"
28551381, "ELEV", "1219.200000000000045"
28552084, "fid", "6440"
28552084, "ID", "6439"
28552084, "ELEV", "1524.000000000000000"
28552940, "fid", "6441"
28552940, "ID", "6440"
28552940, "ELEV", "1828.800000000000182"
28553720, "fid", "6442"
28553720, "ID", "6441"
28553720, "ELEV", "304.800000000000011"
28554284, "fid", "6443"
28554284, "ID", "6442"
28554284, "ELEV", "609.600000000000023"
28558385, "fid", "6444"
28558385, "ID", "6443"
28558385, "ELEV", "1219.200000000000045"
28577342, "fid", "6445"
28577342, "ID", "6444"
28577342, "ELEV", "304.800000000000011"
28578407, "fid", "6446"
28578407, "ID", "6445"
28578407, "ELEV", "1219.200000000000045"
28579719, "fid", "6447"
28579719, "ID", "6446"
28579719, "ELEV", "1219.200000000000045"
28580347, "fid", "6448"
28580347, "ID", "6447"
28580347, "ELEV", "304.800000000000011"
28608486, "fid", "6449"
28608486, "ID", "6448"
28608486, "ELEV", "609.600000000000023"
28609322, "fid", "6450"
28609322, "ID", "6449"
28609322, "ELEV", "914.400000000000091"
28609852, "fid", "6451"
28609852, "ID", "6450"
28609852, "ELEV", "1524.000000000000000"
28620475, "fid", "6452"
28620475, "ID", "6451"
28620475, "ELEV", "304.800000000000011"
28621144, "fid", "6453"
28621144, "ID", "6452"
28621144, "ELEV", "304.800000000000011"
28623290, "fid", "6454"
28623290, "ID", "6453"
28623290, "ELEV", "2133.599999999999909"
28625218, "fid", "6455"
28625218, "ID", "6454"
28625218, "ELEV", "914.400000000000091"
28625851, "fid", "6456"
28625851, "ID", "6455"
28625851, "ELEV", "304.800000000000011"
28629142, "fid", "6457"
28629142, "ID", "6456"
28629142, "ELEV", "609.600000000000023"
28630182, "fid", "6458"
28630182, "ID", "6457"
28630182, "ELEV", "304.800000000000011"
28631067, "fid", "6459"
28631067, "ID", "6458"
28631067, "ELEV", "1219.200000000000045"
28632227, "fid", "6460"
28632227, "ID", "6459"
28632227, "ELEV", "1219.200000000000045"
28632534, "fid", "6461"
28632534, "ID", "6460"
28632534, "ELEV", "609.600000000000023"
28633030, "fid", "6462"
28633030, "ID", "6461"
28633030, "ELEV", "1219.200000000000045"
28652051, "fid", "6463"
28652051, "ID", "6462"
28652051, "ELEV", "1219.200000000000045"
28655527, "fid", "6464"
28655527, "ID", "6463"
28655527, "ELEV", "1524.000000000000000"
28657676, "fid", "6465"
28657676, "ID", "6464"
28657676, "ELEV", "609.600000000000023"
28657985, "fid", "6466"
28657985, "ID", "6465"
28657985, "ELEV", "609.600000000000023"
28658957, "fid", "6467"
28658957, "ID", "6466"
28658957, "ELEV", "914.400000000000091"
28659861, "fid", "6468"
28659861, "ID", "6467"
28659861, "ELEV", "914.400000000000091"
28659982, "fid", "6469"
28659982, "ID", "6468"
28659982, "ELEV", "1524.000000000000000"
28661189, "fid", "6470"
28661189, "ID", "6469"
28661189, "ELEV", "1828.800000000000182"
28661496, "fid", "6471"
28661496, "ID", "6470"
28661496, "ELEV", "304.800000000000011"
28662777, "fid", "6472"
28662777, "ID", "6471"
28662777, "ELEV", "914.400000000000091"
28663545, "fid", "6473"
28663545, "ID", "6472"
28663545, "ELEV", "914.400000000000091"
28663769, "fid", "6474"
28663769, "ID", "6473"
28663769, "ELEV", "304.800000000000011"
28666707, "fid", "6475"
28666707, "ID", "6474"
28666707, "ELEV", "1524.000000000000000"
28667230, "fid", "6476"
28667230, "ID", "6475"
28667230, "ELEV", "304.800000000000011"
28668043, "fid", "6477"
28668043, "ID", "6476"
28668043, "ELEV", "304.800000000000011"
28669049, "fid", "6478"
28669049, "ID", "6477"
28669049, "ELEV", "1219.200000000000045"
28673785, "fid", "6479"
28673785, "ID", "6478"
28673785, "ELEV", "1524.000000000000000"
28674668, "fid", "6480"
28674668, "ID", "6479"
28674668, "ELEV", "1524.000000000000000"
28675448, "fid", "6481"
28675448, "ID", "6480"
28675448, "ELEV", "1524.000000000000000"
28677051, "fid", "6482"
28677051, "ID", "6481"
28677051, "ELEV", "304.800000000000011"
28678057, "fid", "6483"
28678057, "ID", "6482"
28678057, "ELEV", "304.800000000000011"
28679266, "fid", "6484"
28679266, "ID", "6483"
28679266, "ELEV", "609.600000000000023"
28679762, "fid", "6485"
28679762, "ID", "6484"
28679762, "ELEV", "304.800000000000011"
28680827, "fid", "6486"
28680827, "ID", "6485"
28680827, "ELEV", "609.600000000000023"
28681027, "fid", "6487"
28681027, "ID", "6486"
28681027, "ELEV", "1828.800000000000182"
28682090, "fid", "6488"
28682090, "ID", "6487"
28682090, "ELEV", "914.400000000000091"
28682722, "fid", "6489"
28682722, "ID", "6488"
28682722, "ELEV", "1828.800000000000182"
28684325, "fid", "6490"
28684325, "ID", "6489"
28684325, "ELEV", "914.400000000000091"
28684922, "fid", "6491"
28684922, "ID", "6490"
28684922, "ELEV", "1828.800000000000182"
28685131, "fid", "6492"
28685131, "ID", "6491"
28685131, "ELEV", "609.600000000000023"
28685559, "fid", "6493"
28685559, "ID", "6492"
28685559, "ELEV", "1219.200000000000045"
28687270, "fid", "6494"
28687270, "ID", "6493"
28687270, "ELEV", "609.600000000000023"
28689773, "fid", "6495"
28689773, "ID", "6494"
28689773, "ELEV", "609.600000000000023"
28693827, "fid", "6496"
28693827, "ID", "6495"
28693827, "ELEV", "1828.800000000000182"
28695719, "fid", "6497"
28695719, "ID", "6496"
28695719, "ELEV", "304.800000000000011"
28696028, "fid", "6498"
28696028, "ID", "6497"
28696028, "ELEV", "304.800000000000011"
28696553, "fid", "6499"
28696553, "ID", "6498"
28696553, "ELEV", "304.800000000000011"
28699815, "fid", "6500"
28699815, "ID", "6499"
28699815, "ELEV", "914.400000000000091"
28703508, "fid", "6501"
28703508, "ID", "6500"
28703508, "ELEV", "1219.200000000000045"
28705400, "fid", "6502"
28705400, "ID", "6501"
28705400, "ELEV", "1219.200000000000045"
28707544, "fid", "6503"
28707544, "ID", "6502"
28707544, "ELEV", "1219.200000000000045"
28709003, "fid", "6504"
28709003, "ID", "6503"
28709003, "ELEV", "1524.000000000000000"
28718752, "fid", "6505"
28718752, "ID", "6504"
28718752, "ELEV", "914.400000000000091"
28720268, "fid", "6506"
28720268, "ID", "6505"
28720268, "ELEV", "1219.200000000000045"
28722124, "fid", "6507"
28722124, "ID", "6506"
28722124, "ELEV", "1219.200000000000045"
28723018, "fid", "6508"
28723018, "ID", "6507"
28723018, "ELEV", "1524.000000000000000"
28723798, "fid", "6509"
28723798, "ID", "6508"
28723798, "ELEV", "1524.000000000000000"
28725221, "fid", "6510"
28725221, "ID", "6509"
28725221, "ELEV", "1828.800000000000182"
28725773, "fid", "6511"
28725773, "ID", "6510"
28725773, "ELEV", "914.400000000000091"
28734328, "fid", "6512"
28734328, "ID", "6511"
28734328, "ELEV", "1219.200000000000045"
28753753, "fid", "6513"
28753753, "ID", "6512"
28753753, "ELEV", "1219.200000000000045"
28754672, "fid", "6514"
28754672, "ID", "6513"
28754672, "ELEV", "1219.200000000000045"
28755195, "fid", "6515"
28755195, "ID", "6514"
28755195, "ELEV", "1828.800000000000182"
28755899, "fid", "6516"
28755899, "ID", "6515"
28755899, "ELEV", "304.800000000000011"
28756244, "fid", "6517"
28756244, "ID", "6516"
28756244, "ELEV", "914.400000000000091"
28769010, "fid", "6518"
28769010, "ID", "6517"
28769010, "ELEV", "914.400000000000091"
28777735, "fid", "6519"
28777735, "ID", "6518"
28777735, "ELEV", "1219.200000000000045"
28782255, "fid", "6520"
28782255, "ID", "6519"
28782255, "ELEV", "1524.000000000000000"
28782807, "fid", "6521"
28782807, "ID", "6520"
28782807, "ELEV", "1524.000000000000000"
28783150, "fid", "6522"
28783150, "ID", "6521"
28783150, "ELEV", "1219.200000000000045"
28784861, "fid", "6523"
28784861, "ID", "6522"
28784861, "ELEV", "1219.200000000000045"
28786249, "fid", "6524"
28786249, "ID", "6523"
28786249, "ELEV", "1524.000000000000000"
28787637, "fid", "6525"
28787637, "ID", "6524"
28787637, "ELEV", "1828.800000000000182"
28797953, "fid", "6526"
28797953, "ID", "6525"
28797953, "ELEV", "304.800000000000011"
28798993, "fid", "6527"
28798993, "ID", "6526"
28798993, "ELEV", "609.600000000000023"
28799319, "fid", "6528"
28799319, "ID", "6527"
28799319, "ELEV", "914.400000000000091"
28800223, "fid", "6529"
28800223, "ID", "6528"
28800223, "ELEV", "1524.000000000000000"
28800813, "fid", "6530"
28800813, "ID", "6529"
28800813, "ELEV", "304.800000000000011"
28801050, "fid", "6531"
28801050, "ID", "6530"
28801050, "ELEV", "1219.200000000000045"
28804562, "fid", "6532"
28804562, "ID", "6531"
28804562, "ELEV", "1828.800000000000182"
28805229, "fid", "6533"
28805229, "ID", "6532"
28805229, "ELEV", "304.800000000000011"
28806078, "fid", "6534"
28806078, "ID", "6533"
28806078, "ELEV", "609.600000000000023"
28810281, "fid", "6535"
28810281, "ID", "6534"
28810281, "ELEV", "914.400000000000091"
28811219, "fid", "6536"
28811219, "ID", "6535"
28811219, "ELEV", "1219.200000000000045"
28811886, "fid", "6537"
28811886, "ID", "6536"
28811886, "ELEV", "1524.000000000000000"
28812590, "fid", "6538"
28812590, "ID", "6537"
28812590, "ELEV", "1524.000000000000000"
28813473, "fid", "6539"
28813473, "ID", "6538"
28813473, "ELEV", "914.400000000000091"
28815403, "fid", "6540"
28815403, "ID", "6539"
28815403, "ELEV", "304.800000000000011"
28815928, "fid", "6541"
28815928, "ID", "6540"
28815928, "ELEV", "1219.200000000000045"
28818267, "fid", "6542"
28818267, "ID", "6541"
28818267, "ELEV", "1524.000000000000000"
28839960, "fid", "6543"
28839960, "ID", "6542"
28839960, "ELEV", "304.800000000000011"
28842070, "fid", "6544"
28842070, "ID", "6543"
28842070, "ELEV", "914.400000000000091"
28842328, "fid", "6545"
28842328, "ID", "6544"
28842328, "ELEV", "1219.200000000000045"
28845840, "fid", "6546"
28845840, "ID", "6545"
28845840, "ELEV", "609.600000000000023"
28848526, "fid", "6547"
28848526, "ID", "6546"
28848526, "ELEV", "1219.200000000000045"
28850028, "fid", "6548"
28850028, "ID", "6547"
28850028, "ELEV", "1219.200000000000045"
28852388, "fid", "6549"
28852388, "ID", "6548"
28852388, "ELEV", "1219.200000000000045"
28852597, "fid", "6550"
28852597, "ID", "6549"
28852597, "ELEV", "1524.000000000000000"
28853263, "fid", "6551"
28853263, "ID", "6550"
28853263, "ELEV", "1828.800000000000182"
28854002, "fid", "6552"
28854002, "ID", "6551"
28854002, "ELEV", "1828.800000000000182"
28854250, "fid", "6553"
28854250, "ID", "6552"
28854250, "ELEV", "609.600000000000023"
28870112, "fid", "6554"
28870112, "ID", "6553"
28870112, "ELEV", "1219.200000000000045"
28871652, "fid", "6555"
28871652, "ID", "6554"
28871652, "ELEV", "1219.200000000000045"
28872391, "fid", "6556"
28872391, "ID", "6555"
28872391, "ELEV", "304.800000000000011"
28875540, "fid", "6557"
28875540, "ID", "6556"
28875540, "ELEV", "1219.200000000000045"
28878188, "fid", "6558"
28878188, "ID", "6557"
28878188, "ELEV", "1524.000000000000000"
28878968, "fid", "6559"
28878968, "ID", "6558"
28878968, "ELEV", "304.800000000000011"
28879781, "fid", "6560"
28879781, "ID", "6559"
28879781, "ELEV", "609.600000000000023"
28880378, "fid", "6561"
28880378, "ID", "6560"
28880378, "ELEV", "304.800000000000011"
28890588, "fid", "6562"
28890588, "ID", "6561"
28890588, "ELEV", "609.600000000000023"
28891118, "fid", "6563"
28891118, "ID", "6562"
28891118, "ELEV", "609.600000000000023"
28891444, "fid", "6564"
28891444, "ID", "6563"
28891444, "ELEV", "609.600000000000023"
28892008, "fid", "6565"
28892008, "ID", "6564"
28892008, "ELEV", "1219.200000000000045"
28892387, "fid", "6566"
28892387, "ID", "6565"
28892387, "ELEV", "1524.000000000000000"
28893702, "fid", "6567"
28893702, "ID", "6566"
28893702, "ELEV", "914.400000000000091"
28894587, "fid", "6568"
28894587, "ID", "6567"
28894587, "ELEV", "304.800000000000011"
28895185, "fid", "6569"
28895185, "ID", "6568"
28895185, "ELEV", "1524.000000000000000"
28897689, "fid", "6570"
28897689, "ID", "6569"
28897689, "ELEV", "609.600000000000023"
28898763, "fid", "6571"
28898763, "ID", "6570"
28898763, "ELEV", "609.600000000000023"
28899667, "fid", "6572"
28899667, "ID", "6571"
28899667, "ELEV", "1524.000000000000000"
28902956, "fid", "6573"
28902956, "ID", "6572"
28902956, "ELEV", "1524.000000000000000"
28903812, "fid", "6574"
28903812, "ID", "6573"
28903812, "ELEV", "304.800000000000011"
28904589, "fid", "6575"
28904589, "ID", "6574"
28904589, "ELEV", "304.800000000000011"
28906519, "fid", "6576"
28906519, "ID", "6575"
28906519, "ELEV", "914.400000000000091"
28907967, "fid", "6577"
28907967, "ID", "6576"
28907967, "ELEV", "1219.200000000000045"
28910724, "fid", "6578"
28910724, "ID", "6577"
28910724, "ELEV", "304.800000000000011"
28911424, "fid", "6579"
28911424, "ID", "6578"
28911424, "ELEV", "304.800000000000011"
28912345, "fid", "6580"
28912345, "ID", "6579"
28912345, "ELEV", "914.400000000000091"
28912870, "fid", "6581"
28912870, "ID", "6580"
28912870, "ELEV", "1219.200000000000045"
28913105, "fid", "6582"
28913105, "ID", "6581"
28913105, "ELEV", "1219.200000000000045"
28913556, "fid", "6583"
28913556, "ID", "6582"
28913556, "ELEV", "1524.000000000000000"
28919467, "fid", "6584"
28919467, "ID", "6583"
28919467, "ELEV", "914.400000000000091"
28922378, "fid", "6585"
28922378, "ID", "6584"
28922378, "ELEV", "1524.000000000000000"
28924603, "fid", "6586"
28924603, "ID", "6585"
28924603, "ELEV", "1828.800000000000182"
28926783, "fid", "6587"
28926783, "ID", "6586"
28926783, "ELEV", "304.800000000000011"
28927884, "fid", "6588"
28927884, "ID", "6587"
28927884, "ELEV", "1219.200000000000045"
28928623, "fid", "6589"
28928623, "ID", "6588"
28928623, "ELEV", "1524.000000000000000"
28928785, "fid", "6590"
28928785, "ID", "6589"
28928785, "ELEV", "914.400000000000091"
28929043, "fid", "6591"
28929043, "ID", "6590"
28929043, "ELEV", "914.400000000000091"
28932022, "fid", "6592"
28932022, "ID", "6591"
28932022, "ELEV", "1219.200000000000045"
28933486, "fid", "6593"
28933486, "ID", "6592"
28933486, "ELEV", "1524.000000000000000"
28934874, "fid", "6594"
28934874, "ID", "6593"
28934874, "ELEV", "1524.000000000000000"
28936910, "fid", "6595"
28936910, "ID", "6594"
28936910, "ELEV", "304.800000000000011"
28937327, "fid", "6596"
28937327, "ID", "6595"
28937327, "ELEV", "1524.000000000000000"
28939209, "fid", "6597"
28939209, "ID", "6596"
28939209, "ELEV", "1524.000000000000000"
28940416, "fid", "6598"
28940416, "ID", "6597"
28940416, "ELEV", "304.800000000000011"
28941218, "fid", "6599"
28941218, "ID", "6598"
28941218, "ELEV", "914.400000000000091"
28942463, "fid", "6600"
28942463, "ID", "6599"
28942463, "ELEV", "914.400000000000091"
28944537, "fid", "6601"
28944537, "ID", "6600"
28944537, "ELEV", "914.400000000000091"
28945422, "fid", "6602"
28945422, "ID", "6601"
28945422, "ELEV", "1828.800000000000182"
28945981, "fid", "6603"
28945981, "ID", "6602"
28945981, "ELEV", "914.400000000000091"
28946783, "fid", "6604"
28946783, "ID", "6603"
28946783, "ELEV", "914.400000000000091"
28947687, "fid", "6605"
28947687, "ID", "6604"
28947687, "ELEV", "1219.200000000000045"
28949434, "fid", "6606"
28949434, "ID", "6605"
28949434, "ELEV", "1828.800000000000182"
28951109, "fid", "6607"
28951109, "ID", "6606"
28951109, "ELEV", "914.400000000000091"
28952557, "fid", "6608"
28952557, "ID", "6607"
28952557, "ELEV", "1828.800000000000182"
28953980, "fid", "6609"
28953980, "ID", "6608"
28953980, "ELEV", "304.800000000000011"
28962966, "fid", "6610"
28962966, "ID", "6609"
28962966, "ELEV", "304.800000000000011"
28968271, "fid", "6611"
28968271, "ID", "6610"
28968271, "ELEV", "1828.800000000000182"
28970559, "fid", "6612"
28970559, "ID", "6611"
28970559, "ELEV", "304.800000000000011"
28972994, "fid", "6613"
28972994, "ID", "6612"
28972994, "ELEV", "304.800000000000011"
28973807, "fid", "6614"
28973807, "ID", "6613"
28973807, "ELEV", "914.400000000000091"
28974836, "fid", "6615"
28974836, "ID", "6614"
28974836, "ELEV", "1219.200000000000045"
28979075, "fid", "6616"
28979075, "ID", "6615"
28979075, "ELEV", "1219.200000000000045"
28980138, "fid", "6617"
28980138, "ID", "6616"
28980138, "ELEV", "1219.200000000000045"
28980300, "fid", "6618"
28980300, "ID", "6617"
28980300, "ELEV", "1219.200000000000045"
28981255, "fid", "6619"
28981255, "ID", "6618"
28981255, "ELEV", "1219.200000000000045"
28981526, "fid", "6620"
28981526, "ID", "6619"
28981526, "ELEV", "914.400000000000091"
28986171, "fid", "6621"
28986171, "ID", "6620"
28986171, "ELEV", "914.400000000000091"
28987632, "fid", "6622"
28987632, "ID", "6621"
28987632, "ELEV", "1524.000000000000000"
29000108, "fid", "6623"
29000108, "ID", "6622"
29000108, "ELEV", "1524.000000000000000"
29001243, "fid", "6624"
29001243, "ID", "6623"
29001243, "ELEV", "304.800000000000011"
29001912, "fid", "6625"
29001912, "ID", "6624"
29001912, "ELEV", "304.800000000000011"
29002408, "fid", "6626"
29002408, "ID", "6625"
29002408, "ELEV", "1219.200000000000045"
29003255, "fid", "6627"
29003255, "ID", "6626"
29003255, "ELEV", "1219.200000000000045"
29004681, "fid", "6628"
29004681, "ID", "6627"
29004681, "ELEV", "1524.000000000000000"
29005727, "fid", "6629"
29005727, "ID", "6628"
29005727, "ELEV", "1524.000000000000000"
29008940, "fid", "6630"
29008940, "ID", "6629"
29008940, "ELEV", "914.400000000000091"
29009357, "fid", "6631"
29009357, "ID", "6630"
29009357, "ELEV", "1219.200000000000045"
29010403, "fid", "6632"
29010403, "ID", "6631"
29010403, "ELEV", "304.800000000000011"
29011936, "fid", "6633"
29011936, "ID", "6632"
29011936, "ELEV", "1524.000000000000000"
29013287, "fid", "6634"
29013287, "ID", "6633"
29013287, "ELEV", "1828.800000000000182"
29014746, "fid", "6635"
29014746, "ID", "6634"
29014746, "ELEV", "304.800000000000011"
29015919, "fid", "6636"
29015919, "ID", "6635"
29015919, "ELEV", "304.800000000000011"
29016777, "fid", "6637"
29016777, "ID", "6636"
29016777, "ELEV", "304.800000000000011"
29017749, "fid", "6638"
29017749, "ID", "6637"
29017749, "ELEV", "1219.200000000000045"
29018344, "fid", "6639"
29018344, "ID", "6638"
29018344, "ELEV", "1219.200000000000045"
29019299, "fid", "6640"
29019299, "ID", "6639"
29019299, "ELEV", "304.800000000000011"
29020184, "fid", "6641"
29020184, "ID", "6640"
29020184, "ELEV", "304.800000000000011"
29021224, "fid", "6642"
29021224, "ID", "6641"
29021224, "ELEV", "1524.000000000000000"
29023030, "fid", "6643"
29023030, "ID", "6642"
29023030, "ELEV", "304.800000000000011"
29023951, "fid", "6644"
29023951, "ID", "6643"
29023951, "ELEV", "304.800000000000011"
29064467, "fid", "6645"
29064467, "ID", "6644"
29064467, "ELEV", "304.800000000000011"
29065371, "fid", "6646"
29065371, "ID", "6645"
29065371, "ELEV", "609.600000000000023"
29074844, "fid", "6647"
29074844, "ID", "6646"
29074844, "ELEV", "1524.000000000000000"
29075624, "fid", "6648"
29075624, "ID", "6647"
29075624, "ELEV", "1524.000000000000000"
29076404, "fid", "6649"
29076404, "ID", "6648"
29076404, "ELEV", "1524.000000000000000"
29077374, "fid", "6650"
29077374, "ID", "6649"
29077374, "ELEV", "609.600000000000023"
29078080, "fid", "6651"
29078080, "ID", "6650"
29078080, "ELEV", "914.400000000000091"
29078406, "fid", "6652"
29078406, "ID", "6651"
29078406, "ELEV", "1219.200000000000045"
29078929, "fid", "6653"
29078929, "ID", "6652"
29078929, "ELEV", "304.800000000000011"
29086294, "fid", "6654"
29086294, "ID", "6653"
29086294, "ELEV", "609.600000000000023"
29088627, "fid", "6655"
29088627, "ID", "6654"
29088627, "ELEV", "1524.000000000000000"
29089654, "fid", "6656"
29089654, "ID", "6655"
29089654, "ELEV", "1828.800000000000182"
29089961, "fid", "6657"
29089961, "ID", "6656"
29089961, "ELEV", "1524.000000000000000"
29091302, "fid", "6658"
29091302, "ID", "6657"
29091302, "ELEV", "1828.800000000000182"
29094958, "fid", "6659"
29094958, "ID", "6658"
29094958, "ELEV", "914.400000000000091"
29095930, "fid", "6660"
29095930, "ID", "6659"
29095930, "ELEV", "1219.200000000000045"
29099802, "fid", "6661"
29099802, "ID", "6660"
29099802, "ELEV", "1219.200000000000045"
29100316, "fid", "6662"
29100316, "ID", "6661"
29100316, "ELEV", "1219.200000000000045"
29100623, "fid", "6663"
29100623, "ID", "6662"
29100623, "ELEV", "1524.000000000000000"
29102154, "fid", "6664"
29102154, "ID", "6663"
29102154, "ELEV", "304.800000000000011"
29103363, "fid", "6665"
29103363, "ID", "6664"
29103363, "ELEV", "1219.200000000000045"
29105425, "fid", "6666"
29105425, "ID", "6665"
29105425, "ELEV", "1524.000000000000000"
29111032, "fid", "6667"
29111032, "ID", "6666"
29111032, "ELEV", "304.800000000000011"
29111732, "fid", "6668"
